epochs,hidden,loss_train,loss_val,loss_test,pred,true
100,2,0.4423314034938812,0.4620370864868164,0.8515068888664246,0.33753764629364014,0.0
100,6,0.48522043228149414,0.49031203985214233,0.9234210252761841,0.36044713854789734,0.0
100,12,0.46194782853126526,0.47864028811454773,0.8864573240280151,0.31627270579338074,0.0
200,2,0.44202086329460144,0.4613581895828247,0.8505643606185913,0.34590423107147217,0.0
200,6,0.4846305847167969,0.48818525671958923,0.9216530919075012,0.3744833767414093,0.0
200,12,0.4600790739059448,0.4738510847091675,0.8822957277297974,0.3581976890563965,0.0
