run,lead,subset,n,rmse,mae,bias,r2,actual_mean,predicted_mean,actual_std,predicted_std,predicted_min,predicted_max,corr
glstm_sweep_20260907_090603,2,heavy_gt_35,2896,39.256157822539876,35.52978414922788,-35.52978414922788,-4.713847489492892,51.27695828116401,15.74717413193613,16.422658756209945,5.213055187421792,5.359692573547363,30.329082489013672,0.1062891392593837
glstm_sweep_20260907_090603,3,all,116622,14.855832039180488,12.912363331142616,9.820466520712237,-1.1413686383550115,4.4219171856184465,14.242383706330685,10.151991878695256,5.09715997485394,5.882246971130371,31.11354255676269,0.04628150760403135
glstm_sweep_20260907_090603,3,dry_le_1,73873,14.912862454398104,14.00277365259175,14.00277365259175,-4105.152014902749,0.13283363668021356,14.135607289271965,0.23272524733013944,5.123468375885108,5.903558254241943,31.080034255981445,-0.004909328671825443
glstm_sweep_20260907_090603,3,wet_gt_1,42749,14.756760326592095,11.028064711843642,2.5931729055788955,-0.12049824068608239,11.833727263297785,14.426900168876681,13.94072737484442,5.046051444609748,5.882246971130371,31.11354255676269,0.062328574025732664
glstm_sweep_20260907_090603,3,heavy_gt_35,2900,39.77081020989498,36.098551874325196,-36.098551874325196,-4.869017362998247,51.271329908699826,15.172778034374632,16.416544239045663,5.135850951469791,6.332335948944092,30.80904960632324,0.10240418389738354
glstm_sweep_20260907_090603,4,all,116622,14.741477775702753,12.800026570588825,9.621342083138293,-1.1077166470434525,4.425001903590262,14.046343986728555,10.153947397315038,4.918900023269211,6.089015007019043,30.73750686645508,0.02560033584737504
glstm_sweep_20260907_090603,4,dry_le_1,73856,14.764952858560125,13.900925613791268,13.900925613791268,-4027.3697122924723,0.13273887568681245,14.03366448947808,0.2326309014983144,4.968119281033183,6.089015007019043,30.73750686645508,-0.013746050832657052
glstm_sweep_20260907_090603,4,wet_gt_1,42766,14.700848522477743,10.898796627766032,2.2305895872325263,-0.11226931471438606,11.837651629747423,14.06824121697995,13.93918636554045,4.8326408210697736,6.192471504211426,30.53706359863281,0.04836415113236353
glstm_sweep_20260907_090603,4,heavy_gt_35,2900,40.24888096999333,36.609837138899444,-36.609837138899444,-5.010964151220788,51.271329908699826,14.661492769800384,16.416544239045663,5.093355840501686,6.467069625854492,29.75273323059082,0.09419899343532756
glstm_sweep_20260907_090603,5,all,116622,14.29480981071198,12.410008556148414,9.137189347620794,-0.981311726905129,4.427422892139428,13.564612239760223,10.155515574357501,4.463569051240595,6.33580207824707,28.596240997314453,0.024317167919135452
glstm_sweep_20260907_090603,5,dry_le_1,73830,14.17913087964862,13.437714785404456,13.437714785404456,-3713.5317885900386,0.13274633995840482,13.570461125362861,0.2326470615717499,4.515564915106808,6.33580207824707,28.596240997314453,-0.014812810843043584
glstm_sweep_20260907_090603,5,wet_gt_1,42792,14.492222575134125,10.636883885509658,1.7173960901996002,-0.08117710382198862,11.83712493568787,13.55452102588747,13.937554396734487,4.372387563396348,6.423497200012207,27.80077743530273,0.051674511606207556
glstm_sweep_20260907_090603,5,heavy_gt_35,2902,40.544907892905705,36.9992313375151,-36.9992313375151,-5.101876417243577,51.26433286660298,14.265101529087879,16.41362906142529,4.419397546249793,6.635404586791992,26.85582733154297,0.09644454812528222
glstm_sweep_20260907_100511,all,all,583110,14.226297325755311,12.152143342659006,9.108311836624573,-0.9646589794859242,4.419435921666537,13.52774775829111,10.149585170956659,5.534011489280271,0.5266590118408203,32.99337387084961,0.1265239212937592
